item_id,description,manufacturer_name
2072E-75D,FH 72X3/4 HOSE 175 ELL&BRKTDOM,FLE
2072E-75OA16,FH 72X3/4 175P W/ELL ADJOH16BR,FLE
2072-E-AGS,"72"" APPLE ELBOW UNIT",FLE
2072EOH-50,72X1/2 HOSE 175P W/ELL&OH BRKT,FLE
2072EOH-75,72X3/4 HOSE 175P W/ELL&OH BRKT,FLE
2072ET-50,72x1/2 175 HSE&TALL ADJ BKT EL,FLE
2072F-SLT-100,"HOSE 72SS 1.25ID W/74FP 1""",FLE
2072F-SLT-50,HOSE 72SS 1.25ID W/74FP 1/2,FLE
2072F-SLT-75,HOSE 72SS 1.25ID W/74FP 3/4,FLE
2072H-50,"FH 72""X1/2"" HOSE 300PSI W/BRKT",FLE
2072H-50A16,FH 72X1/2 300PSI W/ADJ 16 BRKT,FLE
2072H-50A24,FH 72X1/2 300PSI W/ADJ 24 BRKT,FLE
2072H-50D,FH 72X1/2 HOSE 300 W/BRKT DOM,FLE
2072H-75,"FH 72""X3/4"" HOSE 300PSI W/BRKT",FLE
2072H-75A16,FH 72X3/4 300PSI W/ADJ 16 BRKT,FLE
2072H-75A24,FH 72X3/4 300PSI W/ADJ 24 BRKT,FLE
2072H-75D,FH 72X3/4 HOSE 300 W/BRKT DOM,FLE
2072HE50W/3,72 x 1/2 300PSI HOSE W/3 ELBOW,FLE
2072HOH-50,72x1/2 HOSE 300 PSI W/OH BRKT,FLE
2072HOH-75,72x3/4 HOSE 300 PSI W/OH BRKT,FLE
2072I-50,FH INST 72X1/2 HOSE 175P W/BRK,FLE
2072I-50D,FH INST 72X1/2 HOSE175 BRK DOM,FLE
2072I-75,FH INST 72X3/4 HOSE 175P W/BRK,FLE
2072I-75D,FH INST 72X3/4 HOSE175 BRK DOM,FLE
2072-I-E-G,"72"" LP DROP NIPPLE HOSE 1"" OLE",FLE
2072-I-E-LP-50,"72"" LOW PROFILE HOSE 1/2"" OLET",FLE
2072I-G-75,"FH INST 72""X3/4"" HOSE GROOVED",FLE
2072-I-SOFFIT,"72"" APPLE SOFFIT SYSTEM",FLE
2072OH-50,72X1/2 HOSE 175PSI W/OH BRKT,FLE
2072OH-75,72X3/4 HOSE 175PSI W/OH BRKT,FLE
2072SF-50,"72"" X 1/2"" SUPERFLEX W/ BRKT",FLE
2072SF-50-GR,"72"" X 1/2""SUPERFLEX W/BRKT GRV",FLE
2072SF-75,"72"" X 3/4"" SUPERFLEX W/ BRKT",FLE
2072SF-75-GR,"72"" X 3/4""SUPERFLEX W/BRKT GRV",FLE
2072SF-SLT-50,"72 SF HOSE SLT 74FP CPLG 1/2""",FLE
2072SF-SLT-50-PIH,"HOSE72SF W/74FP 1/2""OTLT PIH",FLE
2072SF-SLT-75,"72 SF HOSE SLT 74FP CPLG 3/4""",FLE
2072SF-SLT-75-PIH,"HOSE72SF W/74FP 3/4""OTLT PIH",FLE
2072SF-SLTG-50,"72 SF HOSE SLT 74FP GALV 1/2""",FLE
2072SF-SLTG-75,"72 SF HOSE SLT 74FP GALV 3/4""",FLE
2072T-50,72x1/2 175PSI HSE&TALL ADJ BKT,FLE
2072T-75,72x3/4 175PSI HSE&TALL ADJ BKT,FLE
207-38,3/8 x 3/8 THD SIDE BEAM BRKT,ANV
207-50,1/2 x 1/2 THD SIDE BEAM BRKT,ANV
20754AC,VK110 K5.6 SR PD BR 165 CCCF,VIK
20757AE,VK950 K5.6 COIN UP BR 200,VIK
20757JNE,VK950 K5.6 COIN UP NT 200,VIK
20782,"THERMO RELEASE,
20785JNE12,VK546 SR STD PD NT 205  12,VIK
20785JNE18,VK546 SR STD PD NT 205  18,VIK
20785JNE20,VK546 SR STD PD NT 205 20,VIK
20785JNE24,VK546 SR STD PD NT 205  24,VIK
20785JNG20,VK546 SR STD PD NT 280  20,VIK
20785JNG24,VK546 SR STD PD NT 280  24,VIK
207G-38,3/8"""" THD SIDE BEAM BRCKT GALV""",ANV
207G-50,"1/2"" THD SIDE BEAM BRCKT GALV",ANV
2080046,"1/2"" DROP IN ANCHOR HDI",HIL
20864,ENCLOSURE WITH TERMINAL BLOCK,ROT
20865,"FLEXIBLE METAL CONDUIT 3/8""",FAS
20866,"CONDUIT FITTING BUSHING,CONDUIT BUSHING
20867,300V AC",SECURTIY CABLE
20868,"3/8""STRAIGHT SQUEEZE CONNECTOR",FAS
20885302F,"3/4"" CASING RELIEF 100-300PSI",CLV
20902,"CAP,
20919-2012,HACKSAW FRAME HD ALUM FOR 12""""""",LEN
2092-200100,2 X 1 THD MEK TEE,KUP
2092-200125,2 X 1 1/4 THD MEK TEE,NAT
2092-200150,2 X 1 1/2 THD MEK TEE,KUP
2092-20050,2 X 1/2 THD MEK TEE,KUP
2092-20075,2 X 3/4 THD MEK TEE,KUP
2092-250100,2 1/2 X 1 THD MEK TEE,KUP
2092-250125,2 1/2 X 1 1/4 THD MEK TEE,KUP
2092-250150,2 1/2 X 1 1/2 THD MEK TEE,KUP
2092-25050,2 1/2 X 1/2 THD MEK TEE,KUP
2092-25075,2 1/2 X 3/4 THD MEK TEE,KUP
2092-300100,3 X 1 THD MEK TEE,KUP
2092-300125,3 X 1 1/4 THD MEK TEE,KUP
2092-300150,3 X 1 1/2 THD MEK TEE,KUP
2092-300200,3 X 2 THD MEK TEE,KUP
2092-400100,4 X 1 THD MEK TEE,KUP
2092-400125,4 X 1 1/4 THD MEK TEE,KUP
2092-400150,4 X 1 1/2 THD MEK TEE,KUP
2092-400200,4 X 2 THD MEK TEE,KUP
2092-400250,4 X 2 1/2 THD MEK TEE,KUP
2092-400300,4 X 3 THD MEK TEE,KUP
2092-500125,5 X 1 1/4 THD MEK TEE,KUP
2092-500150,5 X 1 1/2 THD MEK TEE,KUP
2092-500200,5 X 2 THD MEK TEE,KUP
2092-500250,5 X 2 1/2 THD MEK TEE,KUP
2092-500300,5 X 3 THD MEK TEE,KUP
2092-600125,6 X 1 1/4 THD MEK TEE,KUP
2092-600150,6 X 1 1/2 THD MEK TEE,KUP
2092-600200,6 X 2 THD MEK TEE,KUP
2092-600250,6 X 2 1/2 THD MEK TEE,KUP
2092-600300,6 X 3 THD MEK TEE,KUP
2092-600400,6 X 4 THD MEK TEE,KUP
2092-800200,8 X 2 THD MEK TEE,KUP
2092-800250,8 X 2 1/2 MEK TEE,KUP
2092-800300,8 X 3 THD MEK TEE,KUP
2092-800400,8 X 4 THD MEK TEE,KUP
2093-300150,3 X 1 1/2 GROOVED MEK TEE,KUP
2093-300200,3 X 2 GROOVED MEK TEE,KUP
2093-400150,4 X 1 1/2 GROOVED MEK TEE,KUP
2093-400200,4 X 2 GROOVED MEK TEE,KUP
2093-400250,4 X 2 1/2 GROOVED MEK TEE,KUP
2093-400300,4 X 3 GROOVED MEK TEE,KUP
2093-500150,5 X 1 1/2 GROOVED MEK TEE,KUP
2093-500200,5 X 2 GROOVED MEK TEE,KUP
2093-500250,5 X 2 1/2 GROOVED MEK TEE,KUP
2093-500300,5 X 3 GROOVED MEK TEE,KUP
2093-600150,6 X 1 1/2 GROOVED MEK TEE,KUP
2093-600200,6 X 2 GROOVED MEK TEE,KUP
2093-600250,6 X 2 1/2 GROOVED MEK TEE,KUP
2093-600300,6 X 3 GROOVED MEK TEE,KUP
2093-600400,6 X 4 GROOVED MEK TEE,KUP
209-370300,3/8 X 3 WEDGE ANCHOR,TOL
209-370375,3/8 X 3 3/4 WEDGE ANCHOR,TOL
209-370500,3/8X5 CON WEDGE ANCHOR WEJ-IT,TOL
2093-800200,8 X 2 GROOVED MEK TEE,KUP
2093-800250,8 X 2 1/2 GROOVED MEK TEE,KUP
2093-800300,8 X 3 GROOVED MEK TEE,KUP
2093-800400,8 X 4 GROOVED MEK TEE,KUP
209-500275,1/2 X 2 3/4 WEDGE ANCHOR,TOL
209-500375,1/2 X 3 3/4 WEDGE ANCHOR,TOL
209-500450,"1/2 x 4-1/2"" WEDGE ANCHOR",POW
20952AE,VK660 K5.6 ATTIC HIP BR 200,VIK
20952JNE,VK660 K5.6 ATTIC HIP NT 200,VIK
209-620600,5/8 X 6 WEDGE ANCHOR,TOL
20975-975,HACKSAW,SBD
20980-HSF-180,"18""/450MM BLADE & HANDLE",SBD
20982AB,VK325 K2.8 QR UP BR 155,VIK
20982AD,VK325 K2.8 QR UP BR 175,VIK
20982AE,VK325 K2.8 QR UP BR 200,VIK
20982AG,VK325 K2.8 QR UP BR 286,VIK
20982AZ,VK325 K2.8 QR UP BR OPN,VIK
20982FB,VK325 K2.8 QR UP CH 155,VIK
20982FD,VK325 K2.8 QR UP CH 175,VIK
20982FE,VK325 K2.8 QR UP CH 200,VIK
20982FG,VK325 K2.8 QR UP CH 286,VIK
20982JNB,VK325 K2.8 QR UP NT 155,VIK
20982JND,VK325 K2.8 QR UP NT 175,VIK
20982JNE,VK325 K2.8 QR UP NT 200,VIK
20982JNG,VK325 K2.8 QR UP NT 286,VIK
20982JNZ,VK325 K2.8 QR UP NT OPEN,VIK
20982MB/B,VK325 K2.8 QR UP BK 155,VIK
20982MB/W,VK325 K2.8 QR UP WT 155,VIK
20982MD/B,VK325 K2.8 QR UP BK 175,VIK
20982MD/W,VK325 K2.8 QR UP WT 175,VIK
20982ME/B,VK325 K2.8 QR UP BK 200,VIK
20982ME/W,VK325 K2.8 QR UP WT 200,VIK
20982MG/B,VK325 K2.8 QR UP BK 286,VIK
20982MG/W,VK325 K2.8 QR UP WT 286,VIK
20983AC,VK326 K2.8 QR UP BR 165,VIK
20983AE,VK326 K2.8 QR UP BR 205,VIK
20983AG,VK326 K2.8 QR UP BR 280,VIK
20983FC,VK326 K2.8 QR UP CH 165,VIK
20983FE,VK326 K2.8 QR UP CH 205,VIK
20983FG,VK326 K2.8 QR UP CH 280,VIK
20983JNC,VK326 K2.8 QR UP NT 165,VIK
20983JNE,VK326 K2.8 QR UP NT 205,VIK
20983JNG,VK326 K2.8 QR UP NT 280,VIK
20983MC/W,VK326 K2.8 QR UP WT 165,VIK
20983ME/W,VK326 K2.8 QR UP WT 205,VIK
20983MG/W,VK326 K2.8 QR UP WT 280,VIK
20984AA,VK329 K2.8 QR PD BR 135,VIK
20984AB,VK329 K2.8 QR PD BR 155,VIK
20984AD,VK329 K2.8 QR PD BR 175,VIK
20984AE,VK329 K2.8 QR PD BR 200,VIK
20984AG,VK329 K2.8 QR PD BR 286,VIK
20984AZ,VK329 K2.8 QR PD BR OPEN,VIK
20984FB,VK329 K2.8 QR PD CH 155,VIK
20984FD,VK329 K2.8 QR PD CH 175,VIK
20984FE,VK329 K2.8 QR PD CH 200,VIK
20984FG,VK329 K2.8 QR PD CH 286,VIK
20984JNB,VK329 K2.8 QR PD NT 155,VIK
20984JND,VK329 K2.8 QR PD NT 175,VIK
20984JNE,VK329 K2.8 QR PD NT 200,VIK
20984JNG,VK329 K2.8 QR PD NT 286,VIK
20984JNZ,VK329 K2.8 QR PD NT OPEN,VIK
20984JZ,VK329 K2.8 QR PD NT OPEN,VIK
20984MB/B,VK329 K2.8 QR PD BK 155,VIK
20984MB/BMCC-458-F,VK329 K2.8 QR PD SPL 155,VIK
20984MB/W,VK329 K2.8 QR PD WT 155,VIK
20984MD/B,VK329 K2.8 QR PD BK 175,VIK
20984MD/W,VK329 K2.8 QR PD WT 175,VIK
20984ME/B,VK329 K2.8 QR PD BK 200,VIK
20984ME/SW7019-S,VK329 K2.8 QR PD SPL 200,VIK
20984ME/W,VK329 K2.8 QR PD WT 200,VIK
20984MG/B,VK329 K2.8 QR PD BK 286,VIK
20984MG/W,VK329 K2.8 QR PD WT 286,VIK
20985AC,VK330 K2.8 QR PD BR 165,VIK
20985AE,VK330 K2.8 QR PD BR 205,VIK
20985AG,VK330 K2.8 QR PD BR 280,VIK
20985FC,VK330 K2.8 QR PD CH 165,VIK
20985FE,VK330 K2.8 QR PD CH 205,VIK
20985FG,VK330 K2.8 QR PD CH 280,VIK
20985JNC,VK330 K2.8 QR PD NT 165,VIK
20985JNE,VK330 K2.8 QR PD NT 205,VIK
20985JNG,VK330 K2.8 QR PD NT 280,VIK
20985MC/W,VK330 K2.8 QR PD WT 165,VIK
20985ME/W,VK330 K2.8 QR PD WT 205,VIK
20985MG/W,VK330 K2.8 QR PD WT 280,VIK
20989AB,VK333 K2.8 QR HS BR 155,VIK
20989AD,VK333 K2.8 QR HS BR 175,VIK
20989AE,VK333 K2.8 QR HS BR 200,VIK
20989AG,VK333 K2.8 QR HS BR 286,VIK
20989FA,VK333 K2.8 QR HS CH 135,VIK
20989FB,VK333 K2.8 QR HS CH 155,VIK
20989FD,VK333 K2.8 QR HS CH 175,VIK
20989FE,VK333 K2.8 QR HS CH 200,VIK
20989FG,VK333 K2.8 QR HS CH 286,VIK
20989JNB,VK333 K2.8 QR HS NT 155,VIK
20989JND,VK333 K2.8 QR HS NT 175,VIK
20989JNE,VK333 K2.8 QR HS NT 200,VIK
20989JNG,VK333 K2.8 QR HS NT 286,VIK
20989MB/B,VK333 K2.8 QR HS BK 155,VIK
20989MB/BMCC-458-F,VK333 K2.8 QR HS SPL 155,VIK
20989MB/W,VK333 K2.8 QR HS WT 155,VIK
20989MD/B,VK333 K2.8 QR HS BK 175,VIK
20989MD/W,VK333 K2.8 QR HS WT 175,VIK
20989ME/B,VK333 K2.8 QR HS BK 200,VIK
20989ME/W,VK333 K2.8 QR HS WT 200,VIK
20989MG/B,VK333 K2.8 QR HS BK 286,VIK
20989MG/W,VK333 K2.8 QR HS WT 286,VIK
20990AC,VK334 K2.8 QR HS BR 165,VIK
20990AE,VK334 K2.8 QR HS BR 205,VIK
20990AG,VK334 K2.8 QR HS BR 280,VIK
20990FC,VK334 K2.8 QR HS CH 165,VIK
20990FE,VK334 K2.8 QR HS CH 205,VIK
20990FG,VK334 K2.8 QR HS CH 280,VIK
20990JNC,VK334 K2.8 QR HS NT 165,VIK
20990JNE,VK334 K2.8 QR HS NT 205,VIK
20990JNG,VK334 K2.8 QR HS NT 280,VIK
20990MC/W,VK334 K2.8 QR HS WT 165,VIK
20990ME/W,VK334 K2.8 QR HS WT 205,VIK
20990MG/W,VK334 K2.8 QR HS WT 280,VIK
20991AB,VK340 K2.8 QR UP BR 155 HP,VIK
20991AD,VK340 K2.8 QR UP BR 175 HP,VIK
20991AE,VK340 K2.8 QR UP BR 200 HP,VIK
20991AG,VK340 K2.8 QR UP BR 286 HP,VIK
20991FB,VK340 K2.8 QR UP CH 155 HP,VIK
20991FD,VK340 K2.8 QR UP CH 175 HP,VIK
20991FE,VK340 K2.8 QR UP CH 200 HP,VIK
20991FG,VK340 K2.8 QR UP CH 286 HP,VIK
20991JNB,VK340 K2.8 QR UP NT 155 HP,VIK
20991JND,VK340 K2.8 QR UP NT 175 HP,VIK
20991JNE,VK340 K2.8 QR UP NT 200 HP,VIK
20991JNG,VK340 K2.8 QR UP NT 286 HP,VIK
20991MB/B,VK340 K2.8 QR UP BK 155 HP,VIK
20991MB/W,VK340 K2.8 QR UP WT 155 HP,VIK
20991MD/B,VK340 K2.8 QR UP BK 175 HP,VIK
20991MD/W,VK340 K2.8 QR UP WT 175 HP,VIK
20991ME/B,VK340 K2.8 QR UP BK 200 HP,VIK
20991ME/W,VK340 K2.8 QR UP WT 200 HP,VIK
20991MG/B,VK340 K2.8 QR UP BK 286 HP,VIK
20991MG/W,VK340 K2.8 QR UP WT 286 HP,VIK
20992AC,VK341 K2.8 QR UP BR 165,VIK
20992AE,VK341 K2.8 QR UP BR 205,VIK
20992AG,VK341 K2.8 QR UP BR 280,VIK
20992FC,VK341 K2.8 QR UP CH 165,VIK
20992FE,VK341 K2.8 QR UP CH 205,VIK
20992FG,VK341 K2.8 QR UP CH 280,VIK
20992JNC,VK341 K2.8 QR UP NT 165,VIK
20992JNE,VK341 K2.8 QR UP NT 205,VIK
20992JNG,VK341 K2.8 QR UP NT 280,VIK
20992MC/W,VK341 K2.8 QR UP WT 165,VIK
20992ME/W,VK341 K2.8 QR UP WT 205,VIK
20992MG/W,VK341 K2.8 QR UP WT 280,VIK
20993AB,VK342 K2.8 QR PD BR 155 HP,VIK
20993AD,VK342 K2.8 QR PD BR 175 HP,VIK
20993AE,VK342 K2.8 QR PD BR 200 HP,VIK
20993AG,VK342 K2.8 QR PD BR 286 HP,VIK
20993FB,VK342 K2.8 QR PD CH 155 HP,VIK
20993FD,VK342 K2.8 QR PD CH 175 HP,VIK
20993FE,VK342 K2.8 QR PD CH 200 HP,VIK
20993FG,VK342 K2.8 QR PD CH 286 HP,VIK
20993JNB,VK342 K2.8 QR PD NT 155 HP,VIK
20993JND,VK342 K2.8 QR PD NT 175 HP,VIK
20993JNE,VK342 K2.8 QR PD NT 200 HP,VIK
20993JNG,VK342 K2.8 QR PD NT 286 HP,VIK
20993MB/B,VK342 K2.8 QR PD BK 155 HP,VIK
20993MB/W,VK342 K2.8 QR PD WT 155 HP,VIK
20993MD/B,VK342 K2.8 QR PD BK 175 HP,VIK
20993MD/W,VK342 K2.8 QR PD WT 175 HP,VIK
20993ME/B,VK342 K2.8 QR PD BK 200 HP,VIK
20993ME/W,VK342 K2.8 QR PD WT 200 HP,VIK
20993MG/B,VK342 K2.8 QR PD BK 286 HP,VIK
20993MG/W,VK342 K2.8 QR PD WT 286 HP,VIK
20994AC,VK343 K2.8 QR PD BR 165 HP,VIK
20994AE,VK343 K2.8 QR PD BR 205 HP,VIK
20994AG,VK343 K2.8 QR PD BR 280 HP,VIK
20994FC,VK343 K2.8 QR PD CH 165 HP,VIK
20994FE,VK343 K2.8 QR PD CH 205 HP,VIK
20994FG,VK343 K2.8 QR PD CH 280 HP,VIK
20994JNC,VK343 K2.8 QR PD NT 165 HP,VIK
20994JNE,VK343 K2.8 QR PD NT 205 HP,VIK
20994JNG,VK343 K2.8 QR PD NT 280 HP,VIK
20994MC/W,VK343 K2.8 QR PD WT 165 HP,VIK
20994ME/W,VK343 K2.8 QR PD WT 205 HP,VIK
20994MG/W,VK343 K2.8 QR PD WT 280 HP,VIK
20995AB,VK344 K2.8 QR HS BR 155 HP,VIK
20995AD,VK344 K2.8 QR HS BR 175 HP,VIK
20995AE,VK344 K2.8 QR HS BR 200 HP,VIK
20995AG,VK344 K2.8 QR HS BR 286 HP,VIK
20995FB,VK344 K2.8 QR HS CH 155 HP,VIK
20995FD,VK344 K2.8 QR HS CH 175 HP,VIK
20995FE,VK344 K2.8 QR HS CH 200 HP,VIK
20995FG,VK344 K2.8 QR HS CH 286 HP,VIK
20995JNB,VK344 K2.8 QR HS NT 155 HP,VIK
20995JND,VK344 K2.8 QR HS NT 175 HP,VIK
20995JNE,VK344 K2.8 QR HS NT 200 HP,VIK
20995JNG,VK344 K2.8 QR HS NT 286 HP,VIK
20995MB/B,VK344 K2.8 QR HS BK 155 HP,VIK
20995MB/W,VK344 K2.8 QR HS WT 155 HP,VIK
20995MD/B,VK344 K2.8 QR HS BK 175 HP,VIK
20995MD/W,VK344 K2.8 QR HS WT 175 HP,VIK
20995ME/B,VK344 K2.8 QR HS BK 200 HP,VIK
20995ME/W,VK344 K2.8 QR HS WT 200 HP,VIK
20995MG/B,VK344 K2.8 QR HS BK 286 HP,VIK
20995MG/W,VK344 K2.8 QR HS WT 286HP,VIK
20996AC,VK346 K2.8 QR HS BR 165 HP,VIK
20996AE,VK346 K2.8 QR HS BR 205 HP,VIK
20996AG,VK346 K2.8 QR HS BR 280 HP,VIK
20996FC,VK346 K2.8 QR HS CH 165 HP,VIK
20996FE,VK346 K2.8 QR HS CH 205 HP,VIK
20996FG,VK346 K2.8 QR HS CH 280 HP,VIK
20996JNC,VK346 K2.8 QR HS NT 165 HP,VIK
20996JNE,VK346 K2.8 QR HS NT 205 HP,VIK
20996JNG,VK346 K2.8 QR HS NT 280 HP,VIK
20996MC/W,VK346 K2.8 QR HS WT 165 HP,VIK
20996ME/W,VK346 K2.8 QR HS WT 205 HP,VIK
20996MG/W,VK346 K2.8 QR HS WT 286 HP,VIK
20BLDFLG,"20"" DI BLIND FLG",NPI
20DC-0200,"2"" DERINGER FIG 20 DBL CHK",BFD
20DC-0250,"21/2"" DERINGER FIG 20 DBL CHK",BFD
20DC-0300,"3"" DERINGER FIG 20 DBL CHK",BFD
20DC-0400,"4"" DERINGER FIG 20 DBL CHK",BFD
20DC-0800,"8"" DERINGER FIG 20 DBL CHK",BFD
20DG45LAT,7069 20 PTD GRVD END 45 LATERA,ANV
20DGCAP,"20"" GRV CAP DOM",ANV
20DGCPL,"20"" GRV FLX CPLG DOM",ANV
20DGEGSKT,20 E GASKET ONLY FOR 7012/7013,ANV
20DGFLG,20 GRV FLANGE DOM,ANV
20DGFLGG,"20"" E GSKT FLANGE DOM GALV",ANV
20DGLRL,20 GRV 90 LONG RADIUS ELBOW,ANV
20DGLRLG,"20"" 7050LR GRV 90LR EL GAL",ANV
20DGT,20 SEGW PTD GRVD TEE,ANV
20DGTG,20 GRV TEE DOM GALV,ANV
20DRLGCPL,20 RIGIDLOK GRV CPL DOM,ANV
20DSOF,"20"" SLIP ON FLANGE DOM",INV
20EG-0100,1 STANDARD PIPE STRAP GALV DOM,TOL
20EG-0150,11/2STNDRD PIPE STRAP GLV DOM,TOL
20EG-0200,2 STANDARD PIPE STRAP GLV DOM,TOL
20EG-0250,"21/2"" STD PIPE STRAP GALV DOM",TOL
20EPDMAC,2 PRELUBE GASKET FOR 577/705,GRI
20EPDME3,2 FLUSH SEAL GASKET 577/705,GRI
20FLGL,"20"" BLK DI FLG 90",NPI
20GDC-0250,"21/2"" FIG 20G DBL CHK W/ OS&Y",BFD
20GDC-0300,"3"" FIG 20G DBL CHK W/ OS&Y",BFD
20GDC-0400,"4"" FIG 20G DBL CHK W/ OS&Y",BFD
20GDC-0600,"6"" FIG 20G DBL CHK W/ OS&Y",BFD
20GDC-0800,"8"" FIG 20G DBL CHK W/ OS&Y",BFD
20GSKT-FLG,"20"" 150# GRN NITRILE FLG GSKT",FAS
20GXDC-0400,"4"" FIG 20GX DBL CHK W/ OS&Y",BFD
20GXDC-0600,"6"" FIG 20GX DBL CHK W/ OS&Y",BFD
20S-0100,1 FLSH MNT PIPE STRAP-PLN DOM,TOL
20S-0125,11/4FLSH MNT PIPE STRAP PL DOM,TOL
20S-0150,11/2FLSH MNT PIPE STRAP PL DOM,TOL
20S-0200,2 FLSH MNT PIPE STRAP PL DOM,TOL
20S-0250,21/2FLSH MNT PIPE STRAP PL DOM,TOL
20S-0300,3 FLSH MNT PIPE STRAP PL DOM,TOL
20S-0400,4 FLSH MNT PIPE STRAP PL DOM,TOL
20SEG-0100,1 GALV FLUSH MT PIPE STRAP DOM,TOL
20SEG-0125,11/4GLV FLSH MT PIPE STRAP DOM,TOL
20SEG-0150,11/2GLV FLSH MT PIPE STRAP DOM,TOL
20SEG-0200,2 GLV FLSH MT PIPE STRAP DOM,TOL
20SEG-0250,2 1/2 FLSH MT PIPE STRAP EG,TOL
20SEG-0300,"3"" FLSH MT PIPE STRAP EG",TOL
20SEG-0350,3 1/2 FLSH MT PIPE STRAP EG,TOL
20SEG-0400,"4"" FLSH MT PIPE STRAP EG",TOL
20SEG-0500,"5"" FLSH MT PIPE STRAP EG",TOL
20SEG-0600,"6"" FLSH MT PIPE STRAP EG",TOL
20SEG-0800,"10"" FLSH MT PIPE STRAP EG",TOL
20SSS-0250,2 1/2 SS FLSH MT PIPE STRP DOM,TOL
20SSS-50,1/2 SS FLSH MT PIPE STRAP DOM,TOL
20XDC-0400,"4"" DERINGER FIG 20X DBL CHK",BFD
20XDC-0600,"6"" DERINGER FIG 20 DBL CHK",BFD
20ZN-0400,4 STD PIPE STRAP DOM ZN,TOL
210-0100,1 THD SWING CHK W/ 3/32ORF,UNI
210-0125,11/4 THD SWING CHK W/ 3/32ORF,UNI
210-0150,11/2 THD SWING CHK W/ 3/32ORF,UNI
210-0200,2 THD SWING CHK W/ 3/32ORF,UNI
21012BNIP,2 X 10 1/2  BLK NIPPLE IMP,STR
21012DBNIP,"2 X 10 1/2"" BLK NIPPLE DOM",ANV
21012GNIP,2 X 10 1/2 GAL NIP IMP,STR
210-75,3/4 THD SWING CHK W/ 3/32ORF,UNI
210A-50,1/2 THD SWING CHK W/ 1/32ORF,UNI
210BNIP,2 X 10 BLK NIPPLE,STR
210DBNIP,2 X 10 BLK NIPPLE DOM,ANV
210DGWOL40,2x10 DOM GRV WELD OUTLET S40,ISL
210GNIP,2 X 10 GAL NIPPLE IMP,STR
210S-0050,1/2 THD SWING CHK 1/32CLPR BRZ,UNI
210S-0100,1 THD SWING CHK W/1/32CLPR BRZ,UNI
210S-0125,11/4 THD SWING CHK W/ 1/32ORF,UNI
210S-0150,11/2 THD SWING CHK W/1/32CLPR,UNI
210S-0200,2 THD SWING CHK W/ 1/32 ORF,UNI
210SSNIP,2 X 10 #316 SS NIPPLE,QPP
210XDSBNIP,2x10 SCH80 BLK SMLS NIP DOM,ANV
210XRSOF,2 X 10 X-HVY RED SLIP ON FLG,GFF
21112BNIP,2 X 11 1/2 BLACK NIP IMP,STR
21112CIRT,2 X 1 X 1 1/2 BLK CI TEE,ANV
21112CIRTG,2X1X1-1/2 GALV CI TEE,WAR
21112DBNIP,2 X 11 1/2 BLACK NIPPLE DOM,ANV
21112GNIP,2 X 11 1/2 GAL NIP,CAP
21112IMIRT,2X1X11/2 IMP MI RED TEE BLK,SMC
21112IMIRTG,2X1X11/2 IMP MI RED TEE GALV,STR
21114CIRT,2 X 1 X 1 1/4 BLK CI TEE,ANV
2112112CIRT,2 X 1 1/2 X 1 1/2 CI TEE,ANV
2112112DIRT,2 X 1 1/2 X 1 1/2 DI RED TEE,STR
2112112ICIRT,2 X 1 1/2 X 1 1/2 CI TEE IMP,STR
2112112IMIRT,2X1 1/2X1 1/2 BK MI RED TEE,STR
2112112IMIRTG,2X1 1/2X1 1/2 MI GALV TEE IMP,STR
2112112MIRT,2 X 11/2 X11/2 MI RED TEE,ANV
2112112MIRTG,2 X 11/2 X11/2 MI RED TEE GALV,ANV
21121141CICROSS,2X1-1/2X1-1/4X1 BLK CI CROSS,ANV
2112114CICROSS,2 X 11/2 X11/4X11/4 CI CROSS,ANV
2112114CIRT,2 X 1 1/2 X 1 1/4 CI TEE,ANV
2112114DIRT,2 X 1 1/2 X 1 1/4 DI RED TEE,STR
2112114ICIRT,2 X 1 1/2 X 1 1/4 CI TEE IMP,STR
2112114IMIRTG,2X11/2X11/4 MI RED TEE GLV IMP,SMC
2112114MIRT,2 X 11/2 X 11/4 MI BLK RED TEE,ANV
2112114MIRTG,2 X 11/2 X 11/4 MI GAL RED TEE,ANV
211212CIRT,2X11/2X1/2 BLK CI RED TEE,ANV
211212CIRTG,2X1 1/2X1/2 CI RED TEE GALV,WAR
211212DIRT,2 X 1 1/2 X 1/2 DI TEE,STR
211212ICIRT,2X11/2X1/2 BLK CI RED TEE IMP,STR
211212IMIRT,2X11/2X1/2 IMP MI RED TEE BLK,SMC
211212IMIRTG,2 x 1-1/2 x 1/2 IMP MI GAL RED,SMC
211212MIRTG,2 X 1 1/2 X 1/2 MI RED TEE GLV,SIG
211212PEROT,2 X 1 1/2 X 1/2 PE RED OUT TEE,WAR
21121CICROSS,2 X 11/2 X 1 X 1 CI CROSS,ANV
21121CIRT,2 X 1 1/2 X 1 BLK CI RED TEE,ANV
21121DIRT,2 X 1 1/2 X 1 DI TEE,STR
21121ICIRT,2 X 1 1/2 X 1 BLK CIREDTEE IMP,STR
21121IMIRT,2 X1 1/2 X 1 BLK MI RED TEE,STR
21121IMIRTG,2X11/2X1 MI RED TEE GALV IMP,STR
21121MIRT,2 X 1 1/2 X 1 MI BLK RED TEE,ANV
21121MIRTG,2 X 1 1/2 X 1 MI RED TEE GALV,ANV
